ContestId,TabulatorId,BatchId,RecordId,PrecinctId,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
1,49,1,69,69,12,7,1,8,11
1,49,1,70,70,3,5,7,8,1
1,49,1,71,71,11,3,9,12,4
1,49,1,72,72,9,4,5,3,11
1,49,1,73,73,11,4,8,3,12
1,49,1,74,74,undervote,undervote,undervote,undervote,undervote
1,49,1,75,75,7,3,9,11,12
1,49,1,76,76,9,1,5,7,11
1,49,1,77,77,4,5,3,9,11
1,49,1,78,78,3,12,9,11,7
1,49,1,79,79,11,12,5,1,3
1,49,1,80,80,5,7,3,1,9
1,49,1,81,81,12,7,8,4,5
1,49,1,82,82,4,12,1,7,5
1,49,1,83,83,3,11,9,5,7
1,49,1,84,84,undervote,undervote,undervote,undervote,undervote
1,49,1,85,85,12,11,1,8,9
1,49,1,86,86,11,3,12,4,7
1,49,1,87,87,12,7,9,4,3
1,49,1,88,88,undervote,undervote,undervote,undervote,undervote
1,49,1,89,89,12,3,8,11,9
1,49,1,90,90,11,4,8,1,5
1,49,1,91,91,1,5,12,7,11
1,49,1,92,92,12,8,1,3,7
1,49,1,93,93,12,7,3,5,1
1,49,1,94,94,12,5,1,8,11
1,49,1,95,95,5,12,4,11,1
1,49,1,96,96,7,3,1,12,5
1,49,1,97,97,5,11,9,7,12
1,49,1,98,98,undervote,undervote,undervote,undervote,undervote
1,49,1,99,99,4,11,9,5,12
1,49,1,100,100,1,3,12,7,8
1,42,1,1,1,9,3,12,7,4
1,42,1,2,2,5,8,5,3,11
1,42,1,3,3,7,8,5,11,3
1,42,1,4,4,11,9,4,8,3
1,42,1,5,5,7,3,5,12,11
1,42,1,6,6,7,3,11,8,5
1,42,1,7,7,11,4,8,7,1
1,42,1,8,8,11,4,3,12,1
1,42,1,9,9,4,7,3,11,8
1,42,1,10,10,3,12,1,5,4
1,42,1,11,11,4,overvote,3,8,11
1,42,1,12,12,5,11,9,7,4
1,42,1,13,13,9,5,7,12,8
1,42,1,14,14,8,12,3,1,7
1,42,1,15,15,7,5,8,9,1
1,42,1,16,16,4,8,1,11,5
1,42,1,17,17,3,12,1,8,7
1,42,1,18,18,4,3,5,1,9
1,42,1,19,19,12,4,5,11,1
1,42,1,20,20,9,1,5,12,7
1,42,1,21,21,1,3,5,9,4
1,42,1,22,22,5,3,12,4,11
1,42,1,23,23,5,11,1,7,8
1,42,1,24,24,5,8,3,12,1
1,42,1,25,25,5,4,8,9,1
1,42,1,26,26,undervote,undervote,undervote,undervote,undervote
1,42,1,27,27,undervote,undervote,undervote,undervote,undervote
1,42,1,28,28,8,7,5,12,11
1,42,1,29,29,7,3,11,12,8
1,42,1,30,30,3,11,1,8,12
1,42,1,31,31,9,8,7,12,5
1,42,1,32,32,3,11,1,8,7
1,42,1,33,33,undervote,undervote,undervote,undervote,undervote
1,42,1,34,34,8,7,9,1,4
1,42,1,35,35,12,7,8,4,5
1,42,1,36,36,5,9,12,11,1
1,42,1,37,37,5,8,4,12,11
1,42,1,38,38,4,9,8,11,5
1,42,1,39,39,9,1,3,5,12
1,42,1,40,40,11,4,3,12,5
1,42,1,41,41,4,8,9,1,5
1,42,1,42,42,4,3,5,1,7
1,42,1,43,43,11,9,3,8,7
1,42,1,44,44,5,3,9,11,12
1,42,1,45,45,4,11,7,5,9
1,42,1,46,46,4,1,8,9,12
1,42,1,47,47,8,12,1,4,9
1,42,1,48,48,4,3,1,9,12
1,42,1,49,49,8,9,11,7,3
1,42,1,50,50,undervote,undervote,undervote,undervote,undervote
1,42,1,51,51,12,1,8,7,5
1,42,1,52,52,7,1,11,3,4
1,42,1,53,53,4,3,12,11,7
1,42,1,54,54,9,7,3,11,12
1,42,1,55,55,4,3,5,11,8
1,42,1,56,56,9,12,5,3,7
1,42,1,57,57,4,9,7,11,1
1,42,1,58,58,undervote,undervote,undervote,undervote,undervote
1,42,1,59,59,1,7,4,3,12
1,42,1,60,60,7,4,8,5,9
1,42,1,61,61,12,3,7,5,1
1,42,1,62,62,12,5,4,3,1
1,42,1,63,63,3,7,12,1,5
1,42,1,64,64,1,5,12,4,7
1,42,1,65,65,4,7,5,1,8
1,42,1,66,66,12,9,5,1,8
1,42,1,67,67,3,7,1,11,4
1,42,1,68,68,9,3,8,5,4
1,42,1,69,69,9,5,8,11,7
1,42,1,70,70,5,11,3,9,7
1,42,1,71,71,7,9,5,11,8
1,42,1,72,72,1,5,12,9,7
1,42,1,73,73,8,7,5,11,4
1,42,1,74,74,5,1,7,9,3
1,42,1,75,75,5,1,11,4,12
1,42,1,76,76,8,3,12,7,5
1,42,1,77,77,11,7,8,3,9
1,42,1,78,78,undervote,undervote,undervote,undervote,undervote
1,42,1,79,79,9,5,8,1,3
1,42,1,80,80,12,1,8,11,9
1,42,1,81,81,5,8,3,12,11
1,42,1,82,82,11,12,9,7,8
1,42,1,83,83,3,4,12,9,8
1,42,1,84,84,7,9,8,4,5
1,42,1,85,85,8,7,12,4,3
1,42,1,86,86,1,3,7,11,9
1,42,1,87,87,8,5,12,1,11
1,42,1,88,88,undervote,undervote,undervote,undervote,undervote
1,42,1,89,89,3,7,4,1,11
1,42,1,90,90,8,9,7,11,4
1,42,1,91,91,3,5,11,4,8
1,42,1,92,92,1,4,5,3,11
1,42,1,93,93,undervote,undervote,undervote,undervote,undervote
1,42,1,94,94,5,1,7,11,12
1,42,1,95,95,3,12,8,9,11
1,42,1,96,96,5,9,7,4,3
1,42,1,97,97,5,9,1,4,8
1,42,1,98,98,1,3,4,5,12
1,42,1,99,99,9,1,7,12,5
1,42,1,100,100,4,3,11,7,5
1,25,1,1,1,9,8,7,3,1
1,25,1,2,2,8,4,3,9,7
1,25,1,3,3,11,4,9,5,1
1,25,1,4,4,4,3,1,7,8
1,25,1,5,5,4,12,11,8,9
1,25,1,6,6,12,7,1,11,5
1,25,1,7,7,12,9,11,5,7
1,25,1,8,8,3,9,8,7,12
1,25,1,9,9,5,8,11,1,12
1,25,1,10,10,5,4,3,12,9
1,25,1,11,11,5,1,3,8,4
1,25,1,12,12,8,9,12,11,3
1,25,1,13,13,4,12,7,1,3
1,25,1,14,14,3,11,4,12,8
1,25,1,15,15,12,3,11,8,5
1,25,1,16,16,1,7,11,12,4
1,25,1,17,17,1,7,8,12,5
1,25,1,18,18,8,11,4,9,12
1,25,1,19,19,9,7,1,8,11
1,25,1,20,20,12,3,4,7,9
1,25,1,21,21,11,3,7,4,12
1,25,1,22,22,11,3,9,1,5
1,25,1,23,23,11,3,5,9,1
1,25,1,24,24,11,7,12,9,8
1,25,1,25,25,9,11,7,1,8
1,25,1,26,26,7,8,9,5,1
1,25,1,27,27,7,9,12,3,4
1,25,1,28,28,8,11,3,5,1
1,25,1,29,29,11,12,9,1,4
1,25,1,30,30,5,12,11,1,4
1,25,1,31,31,9,3,1,5,12
1,25,1,32,32,3,5,8,12,1
1,25,1,33,33,4,5,3,1,12
1,25,1,34,34,5,9,3,1,8
1,25,1,35,35,9,7,11,5,1
1,25,1,36,36,3,7,5,8,1
1,25,1,37,37,7,9,4,5,8
1,25,1,38,38,12,4,1,7,3
1,25,1,39,39,7,8,4,11,12
1,25,1,40,40,12,5,4,7,1
1,25,1,41,41,3,1,7,4,8
1,25,1,42,42,4,11,9,3,8
1,25,1,43,43,8,5,7,11,9
1,25,1,44,44,3,12,4,5,7
1,25,1,45,45,5,11,1,3,12
1,25,1,46,46,3,8,9,7,1
1,25,1,47,47,undervote,undervote,undervote,undervote,undervote
1,25,1,48,48,9,1,3,7,8
1,25,1,49,49,12,1,undervote,3,9
1,25,1,50,50,5,11,4,12,8
1,25,1,51,51,1,8,11,7,3
1,25,1,52,52,3,8,1,12,9
1,25,1,53,53,undervote,undervote,undervote,undervote,undervote
1,25,1,54,54,4,1,7,8,3
1,25,1,55,55,3,5,7,11,4
1,25,1,56,56,12,1,5,3,4
1,25,1,57,57,4,11,9,7,8
1,25,1,58,58,4,1,8,7,3
1,25,1,59,59,7,8,9,3,1
1,25,1,60,60,12,8,1,7,11
1,25,1,61,61,11,4,9,12,7
1,25,1,62,62,9,3,5,11,8
1,25,1,63,63,1,11,5,9,3
1,25,1,64,64,9,12,3,8,11
1,25,1,65,65,11,4,1,8,5
1,25,1,66,66,9,5,3,12,1
1,25,1,67,67,3,7,9,1,5
1,25,1,68,68,4,7,11,1,9
1,25,1,69,69,5,11,1,9,4
1,25,1,70,70,5,12,11,1,8
1,25,1,71,71,3,5,7,1,11
1,25,1,72,72,9,4,5,3,11
1,25,1,73,73,4,5,8,7,9
1,25,1,74,74,8,11,5,9,4
1,25,1,75,75,12,11,9,3,7
1,25,1,76,76,12,5,11,8,1
1,25,1,77,77,5,8,9,3,12
1,25,1,78,78,12,4,3,1,11
1,25,1,79,79,8,3,11,12,9
1,25,1,80,80,3,1,8,9,11
1,25,1,81,81,12,7,11,9,5
1,25,1,82,82,5,8,3,9,4
1,25,1,83,83,7,12,1,4,8
1,25,1,84,84,3,11,12,1,4
1,25,1,85,85,9,4,11,5,7
1,25,1,86,86,4,8,3,11,5
1,25,1,87,87,7,5,9,1,3
1,25,1,88,88,7,8,5,1,3
1,25,1,89,89,12,4,9,8,11
1,25,1,90,90,12,7,9,1,11
1,25,1,91,91,1,3,12,7,4
1,25,1,92,92,12,9,11,4,8
1,25,1,93,93,9,12,4,8,11
1,25,1,94,94,9,5,12,4,1
1,25,1,95,95,3,9,12,1,11
1,25,1,96,96,3,9,12,4,7
1,25,1,97,97,7,12,11,4,3
1,25,1,98,98,11,12,1,4,9
1,25,1,99,99,1,9,11,3,4
1,25,1,100,100,8,3,12,5,1
1,9,1,1,1,9,1,11,3,8
1,9,1,2,2,12,11,4,3,1
1,9,1,3,3,7,8,4,9,12
1,9,1,4,4,1,4,5,12,11
1,9,1,5,5,undervote,undervote,undervote,undervote,undervote
1,9,1,6,6,7,12,9,4,1
1,9,1,7,7,9,1,7,5,8
1,9,1,8,8,1,5,8,9,11
1,9,1,9,9,8,11,3,4,12
1,9,1,10,10,undervote,undervote,undervote,undervote,undervote
1,9,1,11,11,undervote,undervote,undervote,undervote,undervote
1,9,1,12,12,8,7,12,9,4
1,9,1,13,13,1,3,11,9,5
1,9,1,14,14,11,8,7,1,9
1,9,1,15,15,8,4,7,9,12
1,9,1,16,16,1,5,11,4,8
1,9,1,17,17,12,3,11,5,1
1,9,1,18,18,7,11,3,12,1
1,9,1,19,19,3,5,11,4,12
1,9,1,20,20,5,12,11,7,1
1,9,1,21,21,7,9,5,12,4
1,9,1,22,22,1,12,7,9,4
1,9,1,23,23,undervote,undervote,undervote,undervote,undervote
1,9,1,24,24,7,12,3,4,9
1,9,1,25,25,3,5,7,4,1
1,9,1,26,26,11,5,9,3,4
1,9,1,27,27,4,1,8,5,3
1,9,1,28,28,7,8,5,1,3
1,9,1,29,29,4,1,12,11,3
1,9,1,30,30,1,11,4,9,3
1,9,1,31,31,5,9,1,3,4
1,9,1,32,32,9,12,5,11,1
1,9,1,33,33,3,9,5,11,4
1,9,1,34,34,3,8,9,1,12
1,9,1,35,35,1,11,12,5,4
1,9,1,36,36,8,4,11,12,3
1,9,1,37,37,1,7,8,5,12
1,9,1,38,38,7,1,4,12,5
1,9,1,39,39,3,1,7,12,4
1,9,1,40,40,8,12,9,11,3
1,9,1,41,41,4,12,3,1,7
1,9,1,42,42,7,5,9,3,12
1,9,1,43,43,5,11,9,4,12
1,9,1,44,44,4,9,11,5,12
1,9,1,45,45,12,1,4,7,9
1,9,1,46,46,5,4,12,9,3
1,9,1,47,47,5,9,1,7,4
1,9,1,48,48,7,4,11,1,8
1,9,1,49,49,5,9,8,4,3
1,9,1,50,50,4,9,7,5,8
1,9,1,51,51,7,5,11,4,12
1,9,1,52,52,12,3,7,9,4
1,9,1,53,53,5,3,4,11,12
1,9,1,54,54,12,1,8,5,7
1,9,1,55,55,8,4,1,11,5
1,9,1,56,56,undervote,undervote,undervote,undervote,undervote
1,9,1,57,57,9,4,8,3,7
1,9,1,58,58,11,12,5,3,4
1,9,1,59,59,undervote,undervote,undervote,undervote,undervote
1,9,1,60,60,11,12,5,4,7
1,9,1,61,61,7,8,12,11,9
1,9,1,62,62,7,8,11,9,12
1,9,1,63,63,4,1,9,12,5
1,9,1,64,64,1,4,11,5,12
1,9,1,65,65,9,7,11,3,1
1,9,1,66,66,4,12,9,7,8
1,9,1,67,67,1,8,11,3,5
1,9,1,68,68,12,5,11,4,7
1,9,1,69,69,8,7,12,9,3
1,9,1,70,70,1,11,9,12,5
1,9,1,71,71,1,4,8,9,7
1,9,1,72,72,9,7,3,12,5
1,9,1,73,73,8,12,5,9,7
1,9,1,74,74,undervote,undervote,undervote,undervote,undervote
1,9,1,75,75,7,11,12,4,8
1,9,1,76,76,5,4,3,1,11
1,9,1,77,77,7,3,11,4,12
1,9,1,78,78,9,4,3,8,1
1,9,1,79,79,8,11,12,5,1
1,9,1,80,80,4,5,11,9,12
1,9,1,81,81,4,1,11,3,12
1,9,1,82,82,1,3,5,11,8
1,9,1,83,83,3,11,9,7,1
1,9,1,84,84,12,5,1,11,8
1,9,1,85,85,1,5,3,8,12
1,9,1,86,86,9,5,4,7,1
1,9,1,87,87,12,3,5,4,11
1,9,1,88,88,5,4,9,1,12
1,9,1,89,89,4,7,11,5,8
1,9,1,90,90,8,4,5,3,1
1,9,1,91,91,5,7,8,9,12
1,9,1,92,92,11,1,7,4,12
1,9,1,93,93,4,8,1,7,9
1,9,1,94,94,8,9,7,4,3
1,9,1,95,95,3,11,1,9,8
1,9,1,96,96,9,11,5,3,8
1,9,1,97,97,8,11,9,3,4
1,9,1,98,98,3,8,4,12,5
1,9,1,99,99,12,9,7,1,5
1,9,1,100,100,3,9,12,11,7
1,33,1,1,1,4,3,5,11,8
1,33,1,2,2,undervote,undervote,undervote,undervote,undervote
1,33,1,3,3,8,3,11,12,5
1,33,1,4,4,11,7,4,8,9
1,33,1,5,5,8,7,9,3,12
1,33,1,6,6,12,4,11,9,7
1,33,1,7,7,4,1,8,11,7
1,33,1,8,8,9,11,1,5,12
1,33,1,9,9,1,9,3,8,11
1,33,1,10,10,5,11,12,1,9
1,33,1,11,11,12,5,11,1,7
1,33,1,12,12,5,9,8,11,3
1,33,1,13,13,4,8,9,3,11
1,33,1,14,14,4,12,7,11,9
1,33,1,15,15,5,3,9,7,4
1,33,1,16,16,7,11,4,9,8
1,33,1,17,17,7,8,11,1,3
1,33,1,18,18,3,8,5,9,11
1,33,1,19,19,8,4,1,5,7
1,33,1,20,20,9,12,8,11,1
1,33,1,21,21,12,8,3,1,4
1,33,1,22,22,4,7,5,12,9
1,33,1,23,23,undervote,undervote,undervote,undervote,undervote
1,33,1,24,24,12,4,5,7,3
1,33,1,25,25,11,7,5,8,1
1,33,1,26,26,7,9,11,12,4
1,33,1,27,27,undervote,undervote,undervote,undervote,undervote
1,33,1,28,28,3,5,11,7,9
1,33,1,29,29,undervote,undervote,undervote,undervote,undervote
1,33,1,30,30,undervote,undervote,undervote,undervote,undervote
1,33,1,31,31,5,8,3,11,12
1,33,1,32,32,9,4,11,1,3
1,33,1,33,33,4,11,8,1,12
1,33,1,34,34,5,4,1,11,8
1,33,1,35,35,7,3,4,5,12
1,33,1,36,36,1,4,8,3,12
1,33,1,37,37,12,9,3,7,8
1,33,1,38,38,9,4,8,7,5
1,33,1,39,39,4,5,1,8,3
1,33,1,40,40,8,7,11,9,1
1,33,1,41,41,7,8,9,1,5
1,33,1,42,42,7,11,12,1,5
1,33,1,43,43,5,11,12,4,8
1,33,1,44,44,11,7,12,4,3
1,33,1,45,45,11,1,12,7,9
1,33,1,46,46,7,12,8,3,1
1,33,1,47,47,5,1,9,7,8
1,33,1,48,48,8,11,5,4,9
1,33,1,49,49,1,4,9,11,12
1,33,1,50,50,9,5,12,7,1
1,33,1,51,51,8,4,12,3,11
1,33,1,52,52,5,11,1,8,9
1,33,1,53,53,7,11,9,1,8
1,33,1,54,54,12,9,1,4,7
1,33,1,55,55,8,1,3,5,4
1,33,1,56,56,7,4,8,9,11
1,33,1,57,57,11,5,8,9,1
1,33,1,58,58,12,8,3,1,4
1,33,1,59,59,8,1,7,11,3
1,33,1,60,60,7,11,8,5,1
1,33,1,61,61,undervote,undervote,undervote,undervote,undervote
1,33,1,62,62,1,9,4,12,3
1,33,1,63,63,8,12,7,5,9
1,33,1,64,64,9,5,3,4,7
1,33,1,65,65,8,5,4,1,11
1,33,1,66,66,4,12,9,1,5
1,33,1,67,67,7,9,4,8,12
1,33,1,68,68,5,4,1,7,11
1,33,1,69,69,8,3,4,5,7
1,33,1,70,70,4,1,3,11,5
1,33,1,71,71,undervote,undervote,undervote,undervote,undervote
1,33,1,72,72,8,1,3,4,5
1,33,1,73,73,9,11,12,3,8
1,33,1,74,74,12,5,4,8,11
1,33,1,75,75,4,12,7,11,5
1,33,1,76,76,3,1,5,12,7
1,33,1,77,77,1,11,12,3,8
1,33,1,78,78,1,4,7,3,12
1,33,1,79,79,3,1,4,7,12
1,33,1,80,80,8,7,12,5,3
1,33,1,81,81,5,8,11,3,7
1,33,1,82,82,4,9,11,8,7
1,33,1,83,83,3,9,5,7,4
1,33,1,84,84,1,9,7,11,12
1,33,1,85,85,12,11,1,4,3
1,33,1,86,86,5,12,9,1,8
1,33,1,87,87,4,3,11,9,5
1,33,1,88,88,1,4,9,7,5
1,33,1,89,89,8,11,3,9,7
1,33,1,90,90,5,4,11,1,7
1,33,1,91,91,8,12,4,1,5
1,33,1,92,92,11,5,8,4,12
1,33,1,93,93,8,3,11,4,12
1,33,1,94,94,11,7,8,9,1
1,33,1,95,95,9,1,11,4,7
1,33,1,96,96,11,3,4,12,7
1,33,1,97,97,9,12,11,8,7
1,33,1,98,98,undervote,undervote,undervote,undervote,undervote
1,33,1,99,99,undervote,undervote,undervote,undervote,undervote
1,33,1,100,100,5,4,12,7,3
1,8,1,1,1,8,5,12,4,7
1,8,1,2,2,7,12,9,4,11
1,8,1,3,3,7,12,8,1,4
1,8,1,4,4,8,12,4,11,9
1,8,1,5,5,7,4,11,5,3
1,8,1,6,6,5,4,3,7,8
1,8,1,7,7,1,8,3,12,11
1,8,1,8,8,1,12,5,3,4
1,8,1,9,9,11,12,9,4,5
1,8,1,10,10,11,8,1,5,4
1,8,1,11,11,undervote,undervote,undervote,undervote,undervote
1,8,1,12,12,12,5,11,3,1
1,8,1,13,13,1,8,4,9,7
1,8,1,14,14,9,11,7,1,8
1,8,1,15,15,undervote,undervote,undervote,undervote,undervote
1,8,1,16,16,9,4,11,8,5
1,8,1,17,17,3,11,4,9,8
1,8,1,18,18,5,4,11,3,9
1,8,1,19,19,5,11,12,7,3
1,8,1,20,20,11,9,3,5,7
1,8,1,21,21,7,12,1,3,5
1,8,1,22,22,3,11,9,8,1
1,8,1,23,23,3,1,11,5,8
1,8,1,24,24,1,9,11,3,8
1,8,1,25,25,7,11,4,12,8
1,8,1,26,26,7,4,5,11,3
1,8,1,27,27,5,11,8,1,9
1,8,1,28,28,1,4,11,5,12
1,8,1,29,29,7,3,9,4,12
1,8,1,30,30,5,9,8,11,4
1,8,1,31,31,1,3,9,7,8
1,8,1,32,32,undervote,undervote,undervote,undervote,undervote
1,8,1,33,33,3,7,5,12,11
1,8,1,34,34,3,5,1,4,7
1,8,1,35,35,4,7,9,11,3
1,8,1,36,36,9,12,3,11,4
1,8,1,37,37,1,3,5,12,9
1,8,1,38,38,11,12,8,3,1
1,8,1,39,39,1,4,8,5,12
1,8,1,40,40,7,9,3,4,1
1,8,1,41,41,1,4,3,9,5
1,8,1,42,42,7,9,3,11,5
1,8,1,43,43,11,8,5,1,7
1,8,1,44,44,1,8,9,3,12
1,8,1,45,45,1,5,3,7,12
1,8,1,46,46,11,3,12,1,8
1,8,1,47,47,8,1,11,9,3
1,8,1,48,48,7,8,1,12,4
1,8,1,49,49,4,8,12,5,1
1,8,1,50,50,3,9,7,1,8
1,8,1,51,51,4,11,9,overvote,12
1,8,1,52,52,5,3,9,7,11
1,8,1,53,53,9,7,12,8,11
1,8,1,54,54,4,11,12,3,8
1,8,1,55,55,9,1,11,7,12
1,8,1,56,56,4,8,7,3,9
1,8,1,57,57,5,12,8,1,4
1,8,1,58,58,3,5,1,11,9
1,8,1,59,59,11,1,7,8,12
1,8,1,60,60,12,1,8,7,4
1,8,1,61,61,7,9,8,12,3
1,8,1,62,62,12,8,1,9,5
1,8,1,63,63,1,3,8,11,4
1,8,1,64,64,8,7,5,3,11
1,8,1,65,65,8,12,5,7,9
1,8,1,66,66,1,9,11,3,8
1,8,1,67,67,9,7,12,11,8
1,8,1,68,68,5,11,3,7,4
1,8,1,69,69,5,12,3,7,11
1,8,1,70,70,12,7,4,11,1
1,8,1,71,71,undervote,undervote,undervote,undervote,undervote
1,8,1,72,72,9,5,4,7,3
1,8,1,73,73,undervote,undervote,undervote,undervote,undervote
1,8,1,74,74,4,9,12,7,5
1,8,1,75,75,1,11,12,7,3
1,8,1,76,76,8,1,5,4,11
1,8,1,77,77,11,3,7,8,9
1,8,1,78,78,7,1,4,5,3
1,8,1,79,79,7,3,4,12,5
1,8,1,80,80,8,3,11,1,12
1,8,1,81,81,8,7,3,9,11
1,8,1,82,82,5,3,12,9,11
1,8,1,83,83,1,7,3,9,8
1,8,1,84,84,8,5,3,9,1
1,8,1,85,85,11,7,12,5,3
1,8,1,86,86,7,1,11,9,4
1,8,1,87,87,1,4,8,9,12
1,8,1,88,88,11,4,8,3,7
1,8,1,89,89,1,8,11,4,3
1,8,1,90,90,3,9,4,5,12
1,8,1,91,91,1,5,12,4,11
1,8,1,92,92,1,9,12,11,3
1,8,1,93,93,5,7,11,8,4
1,8,1,94,94,1,11,7,3,9
1,8,1,95,95,5,7,3,11,12
1,8,1,96,96,5,11,3,7,9
1,8,1,97,97,1,4,8,5,9
1,8,1,98,98,4,9,7,8,12
1,8,1,99,99,4,undervote,7,11,12
1,8,1,100,100,12,3,8,1,4
1,41,1,1,1,5,9,12,7,1
1,41,1,2,2,12,9,7,8,3
1,41,1,3,3,7,12,5,8,1
1,41,1,4,4,5,1,11,3,7
1,41,1,5,5,5,12,1,4,11
1,41,1,6,6,3,11,5,7,9
1,41,1,7,7,4,11,9,1,5
1,41,1,8,8,5,7,8,11,1
1,41,1,9,9,12,8,3,5,4
1,41,1,10,10,5,8,12,3,11
1,41,1,11,11,9,8,1,7,12
1,41,1,12,12,11,8,5,7,1
1,41,1,13,13,12,1,8,7,3
1,41,1,14,14,8,7,3,9,4
1,41,1,15,15,8,3,7,12,11
1,41,1,16,16,4,1,3,8,12
1,41,1,17,17,undervote,undervote,undervote,undervote,undervote
1,41,1,18,18,3,4,12,11,8
1,41,1,19,19,7,1,4,12,11
1,41,1,20,20,3,8,7,4,12
1,41,1,21,21,5,1,3,11,7
1,41,1,22,22,3,7,9,5,4
1,41,1,23,23,1,9,8,7,3
1,41,1,24,24,5,11,7,3,4
1,41,1,25,25,1,11,3,7,5
1,41,1,26,26,5,3,1,9,7
1,41,1,27,27,3,8,9,11,7
1,41,1,28,28,8,9,12,11,1
1,41,1,29,29,12,1,11,4,7
1,41,1,30,30,5,3,8,7,1
1,41,1,31,31,8,7,12,11,4
1,41,1,32,32,undervote,undervote,undervote,undervote,undervote
1,41,1,33,33,undervote,undervote,undervote,undervote,undervote
1,41,1,34,34,11,12,9,7,1
1,41,1,35,35,undervote,undervote,undervote,undervote,undervote
1,41,1,36,36,3,8,5,1,5
1,41,1,37,37,5,12,1,4,9
1,41,1,38,38,8,11,12,9,4
1,41,1,39,39,8,5,9,12,3
1,41,1,40,40,12,5,4,11,1
1,41,1,41,41,12,5,4,3,8
1,41,1,42,42,4,5,1,3,12
1,41,1,43,43,3,4,8,7,9
1,41,1,44,44,undervote,undervote,undervote,undervote,undervote
1,41,1,45,45,4,5,7,9,1
1,41,1,46,46,5,8,9,11,3
1,41,1,47,47,4,7,1,9,3
1,41,1,48,48,undervote,undervote,undervote,undervote,undervote
1,41,1,49,49,8,4,3,5,1
1,41,1,50,50,9,11,1,7,8
1,41,1,51,51,1,12,5,7,9
1,41,1,52,52,4,1,9,11,8
1,41,1,53,53,7,3,1,8,9
1,41,1,54,54,12,11,8,1,5
1,41,1,55,55,7,1,4,11,8
1,41,1,56,56,3,9,11,4,8
1,41,1,57,57,7,11,1,8,3
1,41,1,58,58,7,9,8,4,1
1,41,1,59,59,8,3,1,12,9
1,41,1,60,60,5,8,4,7,1
1,41,1,61,61,9,3,5,11,12
1,41,1,62,62,5,3,9,12,8
1,41,1,63,63,undervote,undervote,undervote,undervote,undervote
1,41,1,64,64,9,4,12,7,8
1,41,1,65,65,9,7,1,4,11
1,41,1,66,66,5,4,9,1,8
1,41,1,67,67,4,8,5,7,9
1,41,1,68,68,8,11,4,1,3
1,41,1,69,69,5,9,8,3,12
1,41,1,70,70,11,9,5,1,7
1,41,1,71,71,3,11,7,1,12
1,41,1,72,72,undervote,undervote,undervote,undervote,undervote
1,41,1,73,73,11,9,7,12,5
1,41,1,74,74,4,7,9,8,12
1,41,1,75,75,3,12,11,9,5
1,41,1,76,76,11,8,1,12,3
1,41,1,77,77,11,4,5,3,7
1,41,1,78,78,7,1,4,8,9
1,41,1,79,79,5,1,7,3,8
1,41,1,80,80,11,7,3,9,5
1,41,1,81,81,4,11,9,1,7
1,41,1,82,82,5,4,8,12,9
1,41,1,83,83,11,7,9,5,12
1,41,1,84,84,8,9,11,5,12
1,41,1,85,85,9,11,7,8,5
1,41,1,86,86,3,9,11,5,4
1,41,1,87,87,1,12,7,11,3
1,41,1,88,88,overvote,5,8,1,12
1,41,1,89,89,1,11,3,4,9
1,41,1,90,90,11,8,4,9,3
1,41,1,91,91,4,9,3,1,12
1,41,1,92,92,1,3,5,9,4
1,41,1,93,93,5,9,8,11,12
1,41,1,94,94,9,1,3,12,4
1,41,1,95,95,8,9,1,5,7
1,41,1,96,96,1,7,5,3,9
1,41,1,97,97,4,12,9,1,11
1,41,1,98,98,12,8,11,5,3
1,41,1,99,99,4,8,12,5,11
1,41,1,100,100,5,3,7,4,8
1,40,1,1,1,4,5,3,1,8
1,40,1,2,2,7,4,9,8,3
1,40,1,3,3,7,5,4,12,1
1,40,1,4,4,8,7,4,9,11
1,40,1,5,5,11,1,5,3,7
1,40,1,6,6,undervote,undervote,undervote,undervote,undervote
1,40,1,7,7,5,7,3,11,12
1,40,1,8,8,8,4,12,1,11
1,40,1,9,9,1,5,7,4,8
1,40,1,10,10,11,3,1,8,9
1,40,1,11,11,5,7,8,9,1
1,40,1,12,12,8,11,9,5,12
1,40,1,13,13,1,7,4,12,3
1,40,1,14,14,11,1,5,4,12
1,40,1,15,15,4,9,12,8,7
1,40,1,16,16,5,3,1,9,11
1,40,1,17,17,1,3,9,12,5
1,40,1,18,18,7,12,4,5,overvote
1,40,1,19,19,11,8,9,5,1
1,40,1,20,20,7,9,3,11,4
1,40,1,21,21,3,12,4,8,7
1,40,1,22,22,12,9,7,1,5
1,40,1,23,23,7,8,3,9,4
1,40,1,24,24,12,5,4,7,9
1,40,1,25,25,12,9,4,3,8
1,40,1,26,26,9,3,1,7,12
1,40,1,27,27,1,9,3,4,8
1,40,1,28,28,undervote,undervote,undervote,undervote,undervote
1,40,1,29,29,7,5,4,12,8
1,40,1,30,30,3,12,5,4,7
1,40,1,31,31,4,11,1,7,5
1,40,1,32,32,5,4,9,1,12
1,40,1,33,33,12,11,5,9,8
1,40,1,34,34,5,3,1,7,9
1,40,1,35,35,5,3,4,9,12
1,40,1,36,36,4,7,9,5,1
1,40,1,37,37,8,12,11,9,7
1,40,1,38,38,3,5,9,8,7
1,40,1,39,39,12,1,3,4,11
1,40,1,40,40,5,12,8,9,4
1,40,1,41,41,5,7,9,4,3
